filename,width,height,class,xmin,xmax,ymin,ymax
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Signature,381,521,59,135
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,113,606,498,558
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,114,605,533,590
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Stamp,44,126,52,122
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,117,605,564,604
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Handwritting,381,524,66,136
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,117,603,479,518
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,103,623,307,384
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,111,625,233,303
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,99,622,389,479
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,640,640,Letters,101,620,128,229
