filename,width,height,class,xmin,xmax,ymin,ymax
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,312,431,403,423
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,391,491,174,209
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,443,526,325,364
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,109,221,201,217
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,110,210,265,282
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,305,443,367,387
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,108,220,227,247
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,115,256,407,425
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,227,292,192,237
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,226,285,239,279
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,300,542,159,194
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,305,453,332,356
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,416,469,182,210
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,455,535,320,342
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,106,257,160,180
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,468,534,150,183
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,459,540,216,245
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,248,303,138,172
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,307,450,305,327
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,438,508,390,427
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,439,509,344,373
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Handwritting,27,84,505,548
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,254,313,381,422
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Letters,304,437,266,295
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Lines,433,509,252,302
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-126.jpg,640,640,Stamp,43,110,75,141
