filename,width,height,class,xmin,xmax,ymin,ymax
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,275,449,393,415
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,277,433,243,273
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,271,428,460,491
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,279,448,135,161
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,274,444,419,448
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,269,481,199,224
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,278,442,359,388
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Handwritting,28,74,473,515
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,108,271,239,264
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,107,268,192,219
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,266,433,296,327
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,275,439,164,195
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,110,269,133,159
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Lines,113,270,160,184
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Handwritting,412,459,106,141
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-229_jpg.rf.08d2a36dca6adbaa4da3af74a3dd6ea2.jpg,640,640,Stamp,61,142,69,133
