filename,width,height,class,xmin,xmax,ymin,ymax
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Letters,56,568,24,78
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Letters,50,565,85,155
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,340,428,383,471
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,477,558,115,184
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,128,191,103,173
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,387,452,100,176
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,125,195,386,462
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Lines,414,496,393,477
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Letters,41,555,448,590
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Letters,59,564,155,299
AGN_DFS_C-160_Murillo_de_Ramirez_Juventina_Martha_pg-017_jpg.rf.adc613db21104d814908def7fdc76c7a.jpg,640,640,Letters,43,563,302,446
