filename,width,height,class,xmin,xmax,ymin,ymax
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,240,288,263,300
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,247,292,202,262
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,79,107,202,300
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,438,505,399,444
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Handwritting,232,348,78,118
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,116,246,279,303
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,420,490,220,279
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,119,255,181,211
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,475,524,169,213
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,119,252,452,479
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Signature,33,90,209,286
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,303,431,462,492
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,115,259,156,178
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,302,429,374,409
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,122,250,401,426
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Lines,251,295,319,389
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Handwritting,421,502,103,153
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,303,424,235,289
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,298,426,287,332
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,296,434,328,399
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,114,250,208,264
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,114,252,324,390
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Letters,296,439,408,466
AGN_DFS_C-18_2_de_2_Cabrera_Arenas_Emma_pg-232_jpg.rf.5d7eed95a50250647bc741ea476fca2a.jpg,640,640,Stamp,55,137,76,150
